 編號		店家名稱
64632 >>> 中龍南門
64639 >>> 甲騰企業
64640 >>> 通霄鎮牛埔山公墓
64651 >>> 夜越香
64652 >>> 欣采歡唱舞韻
64653 >>> 濟陽堂
64654 >>> 鹿港公墓
64656 >>> 一家歡唱廣場
64657 >>> 勁程機車行
64663 >>> 星匯娛樂城 6888sg.com
64667 >>> 秀秀歌友會
64668 >>> 百樂門
64669 >>> 學甲天來釣蝦場
64673 >>> 歡城卡拉OK
64676 >>> 來春練歌場
64677 >>> 晉光裝櫃
64680 >>> 南科娛樂城
64683 >>> 嶺南活動中心
64684 >>> 富發鵝肉場
64688 >>> 花園KTV商務俱樂部
64691 >>> 國王遊戲餐廳
64692 >>> 金龍谷
64700 >>> 繁殖 BreedRecordstw
64701 >>> 力祥模具有限公司
64704 >>> 姐妹歌友會
64705 >>> 靜來歡唱館
64707 >>> 麻豆慈濟環保站
64708 >>> 動力火車遊藝場
64711 >>> 168歌友會
64716 >>> 全益金屬
64717 >>> 美鳳有約歌友會
64718 >>> 彩丞塗料
64722 >>> 洸和蛋雞場
64723 >>> 喜樂歡唱100
64724 >>> 快樂歌友會
64725 >>> 岡山長老教會墓園
64727 >>> 歌友會
64732 >>> 玉堂春-農家樂
64737 >>> 新市第一公墓
64738 >>> 臺糖南滾水農場宿舍
64739 >>> 10摳洗澡去自助洗車
64741 >>> 第十五世徐氏 祖先來台祖
64747 >>> 岡山第第三公墓
64749 >>> 長治禮儀社
64751 >>> 水底寮
64752 >>> 睿運南倉
64753 >>> 二林鎮文化教育園區
64754 >>> 義竹公墓
64756 >>> 天祥寺
64757 >>> 紫元聖道院
64760 >>> 內門阿川e茶店
64763 >>> 好歌聲歌友會
64764 >>> Super麻將賓果
64765 >>> 艷妮歡唱
64768 >>> 水流媽廟
64769 >>> 青宜農產
64770 >>> 上春歡唱會
64771 >>> 同樂歌友會
64772 >>> 河馬歡唱
64773 >>> 花香園KTV小吃部
64774 >>> 保長湖大子宮（社團）
64775 >>> 璟林禮儀社
64777 >>> Money disco pub
64786 >>> 愛生大樓
64788 >>> 涵香-養生館
64799 >>> 高雄市仁武區第八公墓納骨堂
64806 >>> 金典歌友會
64807 >>> COCOBAR 電話亭KTV
64810 >>> 相逢歌友會
64811 >>> 金星俱樂部
64819 >>> 一州水電工程有限公司
64822 >>> 路竹第七公墓
64826 >>> 尚好卡拉OK
64828 >>> 冰廠
64830 >>> 東港陳家檳榔
64833 >>> 易家班釋迦果園
64834 >>> 幸福小站卡拉OK
64836 >>> 快樂園歡唱會館
64841 >>> 五榖宮
