編號		地址
62678 >>> 台北市信義區忠孝東路五段8號6樓
62679 >>> 台北市信義區福德街65號1樓
62680 >>> 台北市信義區松高路12號7樓
62682 >>> 台北市信義區忠孝東路五段8號6樓
62683 >>> 台北市信義區松高路12號7樓
62684 >>> 台北市信義區松高路12號7F
62688 >>> 台北市松山區基隆路一段1號
62690 >>> 台北市松山區塔悠路219號
62691 >>> 基隆市信義區信二路126號
62692 >>> 台北市松山區塔悠路219號
62693 >>> 台北市南港區忠孝東路六段30號
62694 >>> 台北市大安區忠孝東路三段300號B3
62695 >>> 基隆市信義區中興路15號
62697 >>> 台北市文山區羅斯福路六段106號
62698 >>> 基隆市信義區深澳坑路2-12號
62700 >>> 新北市土城區水源街57號
62701 >>> 基隆市仁愛區愛五路17號
62702 >>> 基隆市中正區新豐街197號
62703 >>> 新北市板橋區國慶路7之3號
62704 >>> 桃園市楊梅區民豐路754號
62705 >>> 台北市松山區延壽街394號
62709 >>> 台北市松山區延壽街151號
62710 >>> 台北市松山區塔悠路331號
62711 >>> 台北市松山區民權東路五段36號
62712 >>> 台北市松山區光復南路50號
62714 >>> 台北市內湖區新湖二路172號
62715 >>> 台北市松山區南京東路五段8號6樓
62716 >>> 台北市南港區東新街6-4號
62717 >>> 台北市內湖區洲子街71號
62718 >>> 台北市內湖區新湖一路89號
62720 >>> 台北市大安區復興南路一段206號
62721 >>> 台北市士林區福華路174巷1號10樓
62723 >>> 新北市三重區中興北街170巷23號2樓
62726 >>> 新北市五股區民義路一段287巷20號
62729 >>> 台北市士林區忠誠路二段55號12F
62730 >>> 新北市汐止區南陽街88號
62731 >>> 桃園市中壢區興東路201號
62733 >>> 台北市南港區南港路一段121號
62736 >>> 新北市汐止區橫科路73巷1號
62737 >>> 台北市南港區忠孝東路七段369號
62738 >>> 台北市文山區木柵路一段164號
62739 >>> 台北市內湖區康寧路三段52號1樓
62741 >>> 新北市汐止區中興路150巷27弄5號
62742 >>> 台北市士林區忠誠路一段129號
62743 >>> 台北市士林區福國路58號
62744 >>> 台北市文山區木新路二段202號
62745 >>> 台北市文山區木柵路一段106號
62746 >>> 台北市文山區羅斯福路六段7號
62747 >>> 台北市內湖區民權東路六段234號
62748 >>> 台北市內湖區民權東路六段199號
62749 >>> 新北市永和區成功路二段30號1樓
62750 >>> 新北市永和區中正路694號
62751 >>> 新北市汐止區福德三路363號7F
62752 >>> 台北市內湖區堤頂大道一段215號5樓
62753 >>> 台北市北投區中央北路一段170號
62757 >>> 台北市北投區石牌路一段68號
62759 >>> 台北市北投區光明路125號
62760 >>> 台北市北投區承德路七段34-1號
62761 >>> 台北市北投區立德路121巷3號
62765 >>> 台北市士林區雨農路27號
62766 >>> 台北市士林區延平北路八段157巷46弄10號
62768 >>> 台北市士林區延平北路七段106巷327弄50-1號
62769 >>> 台北市北投區承德路七段401巷620弄27號
62770 >>> 台北市士林區忠誠路一段167號
62773 >>> 新北市八里區頂寮一街20號
62774 >>> 新北市蘆洲區民族路422巷82弄38-3號
62777 >>> 新北市八里區龍米路一段265號
62780 >>> 新北市八里區龍米路二段1-1號
62781 >>> 台北市士林區延平北路九段5號
62782 >>> 台北市士林區基河路258號B2樓
62783 >>> 新北市八里區龍米路一段117號
62786 >>> 新北市淡水區民權路177-2號
62787 >>> 新北市三重區三民街300巷5弄2號
62790 >>> 新北市五股區成泰路三段163號
62791 >>> 新北市八里區頂寮三街38號
62795 >>> 新北市三重區泉州街5號
62800 >>> 新北市八里區大崁一街9號
62803 >>> 新北市蘆洲區民族路278號
62807 >>> 新北市蘆洲區九芎街136-1號
62811 >>> 台北市內湖區成功路四段336號
62812 >>> 新北市新莊區幸福東路102號
62813 >>> 新北市板橋區民生路一段56號
62816 >>> 新北市土城區清水路93號
62820 >>> 台北市內湖區成功路三段166號1樓
62821 >>> 台北市內湖區成功路三段144號
62823 >>> 台北市內湖區成功路四段317號
62825 >>> 台北市內湖區東湖路113巷87號1樓
62827 >>> 台北市內湖區民權東路六段123巷34弄17號3樓
62828 >>> 新北市板橋區英士路48號一樓
62830 >>> 新北市三重區溪尾街10號
62831 >>> 新竹縣湖口鄉成功路187號
62833 >>> 基隆市安樂區安樂路一段101號1樓
62834 >>> 台北市士林區文林路659號
62836 >>> 台北市士林區社中街432號
62837 >>> 台北市士林區社中街276號
62838 >>> 新北市蘆洲區永安南路二段108號1樓
62839 >>> 新北市五股區外寮路9-8號
62840 >>> 新北市三重區光復路一段68巷24弄1-1號
62841 >>> 新北市樹林區北園里佳園路二段86巷13號
62843 >>> 新北市五股區五權二路35號
62844 >>> 新北市樹林區大成路85號B1
62845 >>> 台北市大安區和平東路三段119巷16號
62846 >>> 台北市大安區基隆路二段273號
62847 >>> 台北市大安區和平東路一段183巷3弄2號1樓
62848 >>> 台北市大安區大安路一段193之2號1F
62849 >>> 台北市大安區大安路一段169巷6號1樓
62850 >>> 台北市大安區信義路二段208號
62851 >>> 新北市板橋區大觀路二段169巷20號
62852 >>> 新北市土城區青雲路8之2號
62854 >>> 新北市永和區民生路67巷17號1樓
62855 >>> 宜蘭縣羅東鎮中正南路4號
62856 >>> 新北市新店區中正路291號
62857 >>> 基隆市七堵區大德路85-7號1樓
62858 >>> 桃園市龍潭區北龍路131號
62859 >>> 新北市中和區華新街13號
62860 >>> 桃園市中壢區義民路149號
62861 >>> 新北市新店區北新路二段125號1樓
62862 >>> 新北市土城區中央路一段215號
62864 >>> 台北市大同區重慶北路三段126號
62866 >>> 新北市汐止區大同路二段536號
62867 >>> 新北市泰山區大科路535號
62868 >>> 新北市新莊區幸福路532號
62869 >>> 桃園市八德區中華路206號
62870 >>> 新北市新店區北新路三段134號
62871 >>> 台北市萬華區環河南路一段206號
62872 >>> 台北市萬華區雙和街47號
62873 >>> 台北市萬華區昆明街266號
62875 >>> 台北市內湖區成功路三段95號
62876 >>> 台北市內湖區新湖三路23號1F
62878 >>> 台北市內湖區成功路二段320巷36號1樓
62879 >>> 台北市內湖區新明路451巷20號
62880 >>> 新北市汐止區大同路二段479號
62882 >>> 新北市板橋區金門街324巷5號
62883 >>> 台北市文山區羅斯福路五段99號
62885 >>> 新北市三峽區中正路一段174巷5號
62886 >>> 苗栗縣苗栗市國華路108號
62887 >>> 台北市北投區承德路七段401巷1142號
62890 >>> 台北市士林區基河路258號B1
62891 >>> 新北市八里區龍米路一段348號
62893 >>> 新北市淡水區中正東路一段56號
62894 >>> 新北市板橋區雙十路二段4-2號
62895 >>> 新北市瑞芳區中正路20-1號
62896 >>> 新北市汐止區福德一路6號
62897 >>> 新北市中和區景新街317號
62898 >>> 新北市土城區金城路三段145號
62899 >>> 新北市林口區東湖路171號
62901 >>> 宜蘭縣羅東鎮清潭路76-1號
62905 >>> 新北市泰山區中港西路170號
62908 >>> 新北市中和區景新街180號
62910 >>> 新北市五股區中興路一段38號
62911 >>> 新北市板橋區新站路28號7F
62916 >>> 新北市三重區光復路一段68巷7號一樓
62919 >>> 新北市新莊區五權一路1號8F-2
62921 >>> 新北市板橋區民生路二段229號
62922 >>> 新北市板橋區四維路87號
62923 >>> 新北市板橋區新生街44號
62924 >>> 新北市板橋區陽明街78號
62925 >>> 新北市新莊區中原路331號1F
62928 >>> 桃園市桃園區復興路28號
62931 >>> 基隆市仁愛區忠四路42號
62932 >>> 新北市板橋區忠孝路58號
62933 >>> 新北市新莊區福營路377之2號
62935 >>> 新北市瑞芳區中正路16號
62936 >>> 基隆市安樂區樂利三街32巷17號
62938 >>> 新北市汐止區康寧街751巷13號2樓
62941 >>> 新北市汐止區建成路56巷10號
62942 >>> 新北市汐止區中興路127號
62943 >>> 新北市八里區賢三街96號
62944 >>> 新北市汐止區仁愛路13號
62945 >>> 新北市汐止區水源路一段168號
62947 >>> 新北市汐止區樟樹一路29號
62948 >>> 新北市汐止區新台五路二段53號
62950 >>> 基隆市七堵區福二街130之5號
62954 >>> 新北市汐止區福德一路6號
62956 >>> 新北市中和區安和路65號1樓
62959 >>> 新北市永和區秀朗路二段176巷1號1樓
62960 >>> 新北市中和區中山路二段291號1F
62961 >>> 基隆市中山區安一路53號
62962 >>> 基隆市仁愛區仁二路94號
62963 >>> 宜蘭縣羅東鎮純精路三段222號
62964 >>> 新北市深坑區北深路二段116號
62965 >>> 新北市新店區中央路73號
62968 >>> 新北市板橋區漢生東路63巷9-1號5樓
62971 >>> 新北市蘆洲區中山一路237號
62972 >>> 新北市蘆洲區長安街230號
62973 >>> 新北市板橋區民族路137號
62974 >>> 新北市板橋區重慶路197號1樓
62975 >>> 新北市板橋區中山路一段152號10F
62977 >>> 新北市板橋區萬板路165號
62978 >>> 新北市板橋區信義路91號
62980 >>> 新北市板橋區新站路28號7F
62981 >>> 新北市板橋區大觀路二段265巷9-4號
62982 >>> 新北市板橋區新站路28號B1
62983 >>> 新北市樹林區育英街141號
62984 >>> 新北市板橋區中山路二段17號
62986 >>> 新北市板橋區德興街34號
62987 >>> 新北市中和區中山路三段122號B2F
62988 >>> 新北市板橋區莊敬路157號
62989 >>> 新北市板橋區長安街138巷26號
62990 >>> 新北市板橋區篤行路二段27號
62991 >>> 新北市中和區中正路905號
62992 >>> 新北市中和區員山路494號
62995 >>> 新北市中和區中山路二段485號
62996 >>> 新北市土城區中央路一段225號
62997 >>> 新北市板橋區英士路58巷8號
63003 >>> 新北市中和區中正路716之5號9樓
63004 >>> 新北市樹林區東榮街11號
63006 >>> 新北市土城區金城路三段260號
63007 >>> 新北市新莊區民安西路306號
63008 >>> 新北市新莊區八德街58巷4號
63011 >>> 新北市中和區泰和街35號
63012 >>> 新北市泰山區德安街8號
63013 >>> 新北市永和區中山路一段238號
63016 >>> 新北市新莊區天祥街140號
63017 >>> 新北市泰山區明志路二段248號
63019 >>> 新北市林口區粉寮路二段88巷12之1號
63020 >>> 新北市林口區文化二路一段372號 1 樓
63021 >>> 基隆市中山區復興路80-2號
63025 >>> 基隆市安樂區麥金路710號
63026 >>> 基隆市仁愛區仁一路223號
63027 >>> 基隆市中山區西定路379號
63028 >>> 桃園市龜山區長峰路156號1樓
63030 >>> 桃園市中壢區環北路220號
63035 >>> 宜蘭縣礁溪鄉武暖路10之5號
63036 >>> 新北市新店區中興路二段196號5樓
63039 >>> 新北市新店區中正路291號
63040 >>> 新北市新店區安德街58號1樓
63043 >>> 新北市新店區新生街4號1樓
63044 >>> 新北市新店區安祥路110巷22號
63045 >>> 新北市新店區永平街82號
63050 >>> 台中市南屯區五權西路二段415號
63051 >>> 新北市永和區仁愛路239號
63052 >>> 新北市永和區永元路21號
63053 >>> 新北市永和區竹林路243號
63054 >>> 台中市大雅區中清路三段739號
63055 >>> 高雄市小港區高鳳路106之5號
63056 >>> 新北市林口區文化一路一段104號
63059 >>> 新北市中和區民享街86巷8號
63060 >>> 新北市永和區中正路405號
63063 >>> 新北市新莊區新泰路224號
63065 >>> 新北市新莊區萬安街47巷27號
63066 >>> 新北市板橋區篤行路二段77巷13號
63067 >>> 新北市土城區永安街115巷30號
63068 >>> 新北市土城區明德路一段105巷3號
63071 >>> 新北市三峽區介壽路一段275號
63073 >>> 宜蘭縣宜蘭市中山路五段221號
63075 >>> 宜蘭縣宜蘭市嵐峰路三段76號
63076 >>> 宜蘭縣宜蘭市文昌路210號
63077 >>> 宜蘭縣宜蘭市舊城東路4號
63078 >>> 宜蘭縣宜蘭市中山路二段155號
63080 >>> 桃園市桃園區經國路369號2F
63081 >>> 桃園市桃園區經國路80號
63082 >>> 桃園市桃園區長春路93號
63083 >>> 桃園市蘆竹區中正路84號
63086 >>> 桃園市龜山區東萬壽路768之18號
63088 >>> 桃園市平鎮區平東路573巷68號
63090 >>> 桃園市中壢區中華路一段741號
63091 >>> 新北市新莊區中港路640號
63092 >>> 新北市新莊區中港路579號
63093 >>> 新北市泰山區泰林路二段244號
63094 >>> 新北市新莊區民安西路9號
63095 >>> 新北市泰山區美寧街57巷36之1號
63096 >>> 新北市新莊區新北大道四段3號6樓
63098 >>> 新北市泰山區明志路一段343號
63100 >>> 新北市泰山區明志路一段343號
63101 >>> 新北市三重區大智街83號
63103 >>> 新北市三峽區隆恩街169號
63104 >>> 新北市鶯歌區中正一路45號
63105 >>> 新北市樹林區樹新路40-6號
63108 >>> 新北市林口區文化三路一段356號
63109 >>> 桃園市桃園區雙峰路9號
63110 >>> 桃園市桃園區三民路三段245-1號
63111 >>> 新北市三峽區光明路65號
63112 >>> 新北市三峽區三樹路222巷196-41號
63113 >>> 新北市鶯歌區中山路182號
63114 >>> 桃園市八德區建國路656之1號
63115 >>> 桃園市八德區大明街77號
63118 >>> 桃園市八德區和平路38號
63119 >>> 桃園市八德區介壽路二段1080號
63120 >>> 桃園市八德區廣福路1115號
63123 >>> 新北市鶯歌區福隆一街72號
63124 >>> 新北市鶯歌區尖山路298號
63125 >>> 桃園市龜山區山鶯路97號
63126 >>> 桃園市桃園區中山路842號
63128 >>> 桃園市桃園區民族路192號
63129 >>> 桃園市八德區福國街79號
63130 >>> 桃園市中壢區永福路608號
63132 >>> 桃園市桃園區中山路912號
63133 >>> 桃園市桃園區力行路200號
63136 >>> 桃園市八德區豐田路302號
63137 >>> 桃園市八德區和強路357-1號
63140 >>> 桃園市蘆竹區文中路一段52號
63141 >>> 桃園市八德區建國路826號
63142 >>> 桃園市八德區榮興南路50號
63143 >>> 桃園市桃園區永安路306號
63144 >>> 桃園市中壢區普忠路162號
63147 >>> 桃園市蘆竹區中正路1號
63152 >>> 桃園市中壢區榮民南路489巷61-1號
63153 >>> 桃園市中壢區文中路二段295巷12-52號
63154 >>> 桃園市中壢區忠孝路271號1樓
63155 >>> 桃園市桃園區龍安街181-5號
63157 >>> 新竹市東區經國路一段626號
63158 >>> 桃園市桃園區春日路950號
63161 >>> 桃園市中壢區中華路一段618號
63164 >>> 桃園市桃園區大有路189號 B1F
63165 >>> 桃園市桃園區中正路20號10樓
63166 >>> 台中市太平區旱溪西路二段171號
63169 >>> 桃園市中壢區中山東路二段510號B2F
63173 >>> 新北市林口區民族路90號
63174 >>> 新北市林口區文化三路一段447巷52號
63183 >>> 新北市蘆洲區中興街18號
63184 >>> 桃園市龜山區文德路102號
63185 >>> 桃園市龜山區復興一路8號2樓
63186 >>> 新北市淡水區新春街93-2號
63188 >>> 新北市八里區中華路一段369-3號
63189 >>> 新北市淡水區淡海路189巷18號
63193 >>> 新北市淡水區中正路二段50巷12弄24號
63194 >>> 新北市淡水區北新路108號
63196 >>> 新北市板橋區縣民大道三段93巷24號5樓
63197 >>> 新北市板橋區縣民大道三段33巷1弄2號
63198 >>> 新北市板橋區溪崑二街56巷5號
63199 >>> 新北市板橋區四川路一段110號
63202 >>> 台中市西屯區台灣大道四段632號
63203 >>> 新竹市東區光復路一段25號
63204 >>> 桃園市中壢區龍昌路226巷43號
63205 >>> 新竹市東區食品路132號
63206 >>> 彰化縣鹿港鎮復興路190號
63207 >>> 新竹市北區中山路152號
63208 >>> 台中市清水區中華路261號
63210 >>> 新北市三重區忠孝路一段29號
63211 >>> 新竹縣竹北市中正西路185號
63212 >>> 新北市三重區仁美街91號
63213 >>> 新北市三重區文化北路31-1號
63214 >>> 新北市三重區溪尾街170號
63216 >>> 新北市三重區光明路59號
63217 >>> 新北市新莊區中港一街75號
63220 >>> 苗栗縣頭份市中央路165號
63221 >>> 基隆市暖暖區八堵路100號
63222 >>> 基隆市安樂區樂利三街132巷5弄4號
63223 >>> 基隆市仁愛區仁一路225號1-3樓
63226 >>> 桃園市中壢區民權路二段147號1樓
63227 >>> 宜蘭縣冬山鄉冬山路三段421號
63229 >>> 宜蘭縣羅東鎮四育路66號1樓
63231 >>> 台北市中山區長春路112-1號
63232 >>> 宜蘭縣五結鄉光榮北路61號
63233 >>> 台北市中山區民生東路二段174號1樓
63234 >>> 新北市土城區青雲路152號3樓
63235 >>> 新北市土城區裕民路185巷13號
63236 >>> 新北市土城區清水路176號
63237 >>> 新北市板橋區稚暉街60號
63238 >>> 新北市樹林區中華路227號
63239 >>> 宜蘭縣宜蘭市七張路283號
63240 >>> 宜蘭縣頭城鎮青雲路二段570號
63242 >>> 桃園市桃園區大業路一段421號1樓
63243 >>> 新北市新莊區民安路196號
63244 >>> 新竹縣竹北市縣政三街136號
63245 >>> 新竹縣竹北市博愛街25號
