編號	地址
57337 >>> 台南市安定區港南里239-20號
57339 >>> 台南市新市區社內150-6號
57341 >>> 台南市歸仁區中山路三段307號
57346 >>> 台南市安定區港南里239-8號
57353 >>> 台南市永康區龍國街309巷18號
57357 >>> 台南市永康區北興路56號2樓
57381 >>> 高雄市新興區民主路51之1號
57398 >>> 台南市東山區水雲里慈惠山莊
57404 >>> 台南市麻豆區港尾里謝榜寮13號
57414 >>> 嘉義市東區宣信街67-1號
57419 >>> 嘉義縣竹崎鄉塘興村塘下寮39號
57424 >>> 雲林縣莿桐鄉大美村84-17號
57427 >>> 嘉義縣民雄鄉中樂路8號
57429 >>> 台南市安定區安定東路206號
57436 >>> 高雄市苓雅區建國一路137-5號3樓
57438 >>> 高雄市新興區中山一路6-10號
57443 >>> 嘉義縣朴子市文化南路90號
57448 >>> 高雄市新興區五福二路59號
57449 >>> 高雄市苓雅區建國一路175之7號 
57460 >>> 高雄市鼓山區瑞豐街52號之1
57476 >>> 嘉義縣民雄鄉圳溝墘16號
57482 >>> 雲林縣斗南鎮林子里284號
57521 >>> 屏東縣潮州鎮彭城三巷5號之1
