 編號		店家名稱
47513 >>> 環碩電腦
47514 >>> 鴻陞行
47518 >>> 詠銓電腦資訊行
47542 >>> 麗聲電業行
47543 >>> 鎮億電器有限公司
47549 >>> 度小月電器有限公司
47552 >>> 隆崧電器有限公司
47558 >>> 宏南電器行
47561 >>> 輯禾電器股份有限公司
47576 >>> 東方電器行
47580 >>> 廣音電器行
47587 >>> 利聲家電
47604 >>> 世大電器行
47605 >>> 藝聲電器行
47608 >>> 聯禾家電服務有限公司
47613 >>> 燦坤實業股份有限公司南區物流配裝倉
47621 >>> 東凌家電企業社
47623 >>> 福元電器行
47625 >>> 明映電器行
47635 >>> 宏偉電器行
47643 >>> 友力家電行
47646 >>> 利興電器有限公司
47649 >>> 成利電器空調行
47650 >>> 大原電器行
47668 >>> 大佳電器行
47676 >>> 昱成電器行
47689 >>> 松吉無線電機行
47696 >>> 惠丞冷氣電器行維修保養二手冷氣全新冷氣買賣
47699 >>> 全成寶電器有限公司
47704 >>> 香港商福維克樂智有限公司台灣分公司台南營業處
47712 >>> 投影機專賣店
47716 >>> 民尚電器行
47718 >>> 無敵通訊行
47736 >>> 永福電器行
47737 >>> 勇翔電器股份有限公司
47746 >>> 源興電器行
47747 >>> 山林電器行
47752 >>> 大華家電維修
47754 >>> 金泰電器行
47760 >>> 弘昇電器企業行
47767 >>> 尚順電器行
47778 >>> 東立電器行
47787 >>> 中信電器行
47793 >>> 都會新貴購物網股份有限公司
47800 >>> 合祥電器行
47806 >>> 大祥電器工廠
47813 >>> 大安電器行
47814 >>> 尚鋒電器行
47828 >>> 台灣三洋家電
47836 >>> 上豪家電/金宏新科技股份有限公司
47837 >>> 佳盈電器行
47840 >>> 新繪電器行
47850 >>> 上奕電器行
47853 >>> 聲寶電器(佳聲電機行)
47859 >>> 順芳家電
47867 >>> 元偉電器行
47876 >>> 上群家電行
47903 >>> 跨時代手機館（永康鹽行店）
47907 >>> 阿榮冷氣空調
47908 >>> 神鋒企業有限公司
47911 >>> 梅玉社電器行
47912 >>> 明興家電
47919 >>> 新聯興電器
47922 >>> 昱昌電器行
47926 >>> 佳音通信電機行
47931 >>> 崋鎂廚具
47937 >>> 東旺電器有限公司
47940 >>> 晉展電腦 印表機維修_液晶螢幕維修_電腦組裝維修
47942 >>> 劦和電器股份有限公司
47943 >>> 第一冷凍行
47946 >>> 佳安居家宅電有限公司
47949 >>> 光華電氣行
47951 >>> 強強家電冷氣
47963 >>> 日發電器行
47964 >>> 鋐嶸電器行
47965 >>> 立信電業行
47969 >>> 億鴻通信行
47978 >>> 大盤家電百貨
47979 >>> 順益家電行
47980 >>> 大同家電
47981 >>> SAMPO聲寶
47986 >>> 捷昇通信行
47988 >>> 元鴻通訊行
47991 >>> 嘉大電器行
48008 >>> 莊頭北瓦斯器具行
48010 >>> 永興電器行
48012 >>> Ladesign 3C配件專賣 台南南應店全機包膜/手機維修/空機買賣/無卡分期/客製化服務/手機配件
48022 >>> 資訊家空調冷氣[通達電器]
48024 >>> 雅麟電氣行
48026 >>> 茂林電器股份有限公司
48036 >>> 聲寶電器(松興電器行)
48052 >>> 聲寶電器(新大元冷氣有限公司)
48054 >>> 大同3C
48059 >>> 奇美電器行
48061 >>> 百科電器行
48062 >>> SAMPO 聲寶特約經銷商-大原電器行 | 各廠牌電冰箱/冷氣機/冷凍櫃/冷藏櫃維修保養 | 冷媒快速充灌
48065 >>> 聲寶電器(昇億電器行)
48070 >>> 翔禾電子通訊總匯
48077 >>> 新文化電器行
48098 >>> Chu Mi通訊行
48103 >>> 大新電業
48112 >>> 明德電腦行
48115 >>> 久益電話通信器材行
48128 >>> 秋葉原企業有限公司
48130 >>> 實用電腦
48146 >>> 宏竹企業社
48149 >>> 高展電腦
48151 >>> 華興電腦資訊社
48154 >>> 統新電子商行
48155 >>> 啟揚音響企業社
48157 >>> 佳山通信
48159 >>> 電子專賣店
48163 >>> 皇瑩家電
48164 >>> 冠華電器
48167 >>> 瑞林科技服務股份有限公司
48170 >>> 欣華興電器有限公司
48175 >>> 巨鼎資訊行
48180 >>> 580我幫你電腦維修室
48187 >>> 3C王國
48188 >>> 聯明電腦商行
48190 >>> 日新電器
48193 >>> 蓮輝電業有限公司
48208 >>> 利高科技有限公司
48209 >>> 政展通訊
48213 >>> 立緁科技
48217 >>> 雲嘉電器行（民雄埤角)
48219 >>> 華元電腦社
48222 >>> 羿程科技有限公司
48224 >>> 一正冷氣行
48287 >>> 弘功電腦照相打字社
48288 >>> 康可資訊有限公司
48297 >>> 鳳城電腦有限公司
48312 >>> 茂訊電腦股份有限公司
48317 >>> 志明資訊社
48329 >>> 行家馬克實業社
48334 >>> 中華電信南區分公司台南營運處第二局內網路中心一股民治機房
48336 >>> 廷威資訊有限公司
48344 >>> Straight A 成功大學 Apple授權校園店
48361 >>> 鴻翔電腦科技
48368 >>> 聖展電腦資訊有限公司
48380 >>> 亞碩國際通路股份有限公司
48393 >>> 南匠電腦工作室
48396 >>> 180 Studio
48398 >>> 博達資訊 電腦,監視,通信,伺服器，防火牆，BLACK BOX環控，門禁系統整合
48408 >>> 喬碩宇科技JS-Uni
48414 >>> 中城電腦商行
48437 >>> 光統電腦科技有限公司
48440 >>> 奇勝資訊股份有限公司台南分公司
48445 >>> 廣捷資訊有限公司
48449 >>> 社團法人台南市資訊軟體協會
48453 >>> 冠華電腦有限公司
48457 >>> 建達國際股份有限公司
48485 >>> 藤真電腦醫院
48494 >>> 金帆科技-永康如意電腦
48496 >>> 建豪電腦事務機器有限公司
48502 >>> 盛揚資訊科技有限公司
48507 >>> 創承電腦
48511 >>> 阿壹專業電腦
48513 >>> 京享電腦資訊
48514 >>> 快又美電腦割字佳里店（謝忠寶）
48520 >>> 新訊電腦股份有限公司
48523 >>> 四方客電腦
48532 >>> 鼎元電腦維修中心
48540 >>> 揚基電腦資訊有限公司
48559 >>> 正集資訊服務有限公司
48574 >>> 吉雅資訊維修中心
48578 >>> 京享電腦資訊（數位監控）
48580 >>> 富宏資訊有限公司
48581 >>> 神通資訊科技股份有限公司
48582 >>> 飛皇資訊商行
48584 >>> 華資電腦股份有限公司
48585 >>> 華碩
48586 >>> 金嗓電腦科技股份有限公司特約服務中心金嗓伴唱機
48591 >>> 德松電腦
48595 >>> 夷先生資訊科技
48597 >>> 超凡資訊企業社 (電腦買賣維修 監視系統安裝維修)
48599 >>> YD（前AY3C）
48601 >>> 緯迅資訊企業社
48616 >>> 後庄電腦維修買賣
48623 >>> 小豬電腦
48641 >>> 明城資訊有限公司
48642 >>> 電腦維修
48651 >>> 超凡資訊
48663 >>> 振隆電腦
48664 >>> 明訊電腦
48667 >>> 木村電腦
48669 >>> 綠蔭科技有限公司
48679 >>> 盟宏工程行
48682 >>> 神腦國際
48686 >>> 左太海豚3C
48691 >>> 鴻極電腦(嘉義胖哥)
48692 >>> 神腦國際
48709 >>> 景億電器行
48710 >>> 聲寶家電
48711 >>> 應昇電器有限公司
48714 >>> 大葉電器有限公司
48721 >>> 萬國鐘錶眼鏡行
48730 >>> 大為大電器有限公司
48731 >>> 象印-高雄遠東百貨
48751 >>> 達同電器行
48756 >>> 慶松電料行
48784 >>> 大高雄電器股份有限公司
48787 >>> 三洋服務站
48816 >>> 中都電器有限公司
48818 >>> 洸華家電行
48819 >>> 丞泰電器有限公司
48820 >>> 福星電器行
48826 >>> 全國電子苓雅店
48833 >>> 台灣樂金電器股份有限公司
48841 >>> 少將電業行
48844 >>> 上勇電器有限公司
48850 >>> 香港商褔維克樂智有限公司台灣分公司
48852 >>> 瑞億電器有限公司
48859 >>> 艾德蒙家電行
48865 >>> 翔達電器行
48867 >>> 台積租賃有限公司
48881 >>> 允得汽車電機行
48884 >>> 皇都音響器材行
48896 >>> 東方冷氣行
48902 >>> 滿達電器有限公司
48917 >>> 大順國電器行
48959 >>> 城君電器行
48962 >>> 同勝電器-楠梓店
48973 >>> 小林電器行
48985 >>> 福總電業社(電器行)
49033 >>> 禾盛電器有限公司
49034 >>> 國菱電器行
49045 >>> 旗宏家電商城
49047 >>> 俊昇電器
49051 >>> 國信電器行
49077 >>> 鑫展電器行
49080 >>> 宏岱電機有限公司
49094 >>> 群立通信行
49098 >>> 藍星廚具
49109 >>> HITACHI
49135 >>> 新路竹電氣行
49140 >>> 首豐家電－義華分館
49145 >>> 台灣三洋電機股份有限公司
49151 >>> 百富電器
49152 >>> 燕山電業行
49157 >>> 華遠電子專賣店
49161 >>> 吉野電器行
49164 >>> 宏笙科技
49165 >>> 飛智電腦企業行
49172 >>> 南風通信行
49173 >>> 呂奇資訊有限公司
49183 >>> 宏名電器行
49195 >>> 大瑞興電器行
49216 >>> 鑫旺電器
49250 >>> 泰豪電器行
